destination_port,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes/s,flow_packets/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,fwd_header_length,bwd_header_length,fwd_packets/s,bwd_packets/s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,ece_flag_count,down/up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_header_length.1,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label,is_intrusion
53,101735154,2,2,84,192,46,38,42.0,5.6568542495,138,54,96.0,59.3969696197,2.7129265465,0.039317776,33911718.0,58682838.3201505,101672823,30726,101704428,101704428.0,0.0,101704428,101704428,101703549,101703549.0,0.0,101703549,101703549,0,64,52,0.019658888,0.019658888,38,138,62.8,42.5581954505,1811.2,0,0,0,0,0,0,0,1,78.5,42.0,96.0,64,2,84,2,192,-1,-1,1,32,31605.0,0.0,31605,31605,101672823.0,0.0,101672823,101672823,benign,0
80,540978,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,21492.55607,14.78803205,77282.57143,195562.3019,520478,70,20094,10047.0,13395.43086,19519,575,540904,135226.0,257006.3095,520478,151,0,72,112,5.545512017,9.242520029,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,1,1453.375,8.666666667,2320.2,72,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,10738843,50,56,2141,110776,318,0,42.82,101.1070739769,3382,0,1978.1428571429,833.6969457798,10514.8198926085,9.8707095355,102274.695238095,854145.212593979,8741256,6,1997433,40763.9387755102,100231.002909406,637682,18,10613779,192977.8,1179303.07527565,8741256,17,0,1020,1132,4.6559950639,5.2147144716,0,3382,1055.2990654206,1144.2634544161,1309338.85311233,0,0,0,1,0,0,0,1,1065.2547169811,42.82,1978.1428571429,1020,50,2141,56,110776,29200,42,49,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,3110903,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,7.714801779,1.285800297,1036967.667,1795221.656,3109911,1,3110903,1036967.667,1795221.656,3109911,1,0,0.0,0.0,0,0,0,80,0,1.285800297,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.5,6.0,0.0,80,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,84650100,8,6,736,11595,368,0,92.0,170.3508984,5792,0,1932.5,2181.008184,145.6702355,0.165386692,6511546.154,23400000.0,84300000,3,84500000,12100000.0,31800000.0,84300000,3,355408,71081.6,101943.814,221021,46,0,264,200,0.094506681,0.070880011,0,5792,822.0666667,1610.795388,2594661.781,0,0,0,0,1,0,0,0,880.7857143,92.0,1932.5,264,8,736,6,11595,274,235,2,32,1030.0,0.0,1030,1030,84300000.0,0.0,84300000,84300000,dos,1
80,98829733,7,6,354,11595,354,0,50.57142857,133.7994234,5792,0,1932.5,2181.008184,120.9049103,0.131539362,8235811.083,28500000.0,98700000,3,98700000,16500000.0,40300000.0,98700000,3,136385,27277.0,57010.88494,129123,45,0,232,200,0.070828887,0.060710475,0,5792,853.5,1666.829452,2778320.423,0,0,0,0,1,0,0,0,919.1538462,50.57142857,1932.5,232,7,354,6,11595,274,235,1,32,978.0,0.0,978,978,98700000.0,0.0,98700000,98700000,dos,1
80,29557,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,67.6658659539,29557.0,0.0,29557,29557,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,33.832932977,33.832932977,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,32,1,0,1,0,914,122,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
22,13536963,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,351.1127274,3.915206092,260326.2115,699455.4564,2408176,4,11400000,571210.15,1002861.102,2470202,395,13500000,436672.2581,867304.8052,2408176,4,0,680,1032,1.551308074,2.363898018,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,1,89.67924528,95.61904762,85.78125,680,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,brute_force,1
80,101290624,7,5,362,11595,356,0,51.71428571,134.1960187,7240,0,2319.0,3003.171157,118.046464,0.118470985,9208238.545,30500000.0,101000000,1,101000000,16900000.0,41300000.0,101000000,1,204453,51113.25,88574.41617,183153,62,0,220,168,0.069108075,0.04936291,0,7240,919.7692308,2083.547542,4341170.359,0,0,0,0,1,0,0,0,996.4166667,51.71428571,2319.0,220,7,362,5,11595,274,235,2,20,987.0,0.0,987,987,101000000.0,0.0,101000000,101000000,dos,1
80,18510863,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.108044665,18500000.0,0.0,18500000,18500000,18500000,18500000.0,0.0,18500000,18500000,0,0.0,0.0,0,0,0,64,0,0.108044665,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,64,2,0,0,0,410,-1,0,32,0.0,0.0,0,0,18500000.0,0.0,18500000,18500000,dos,1
53,205,2,2,82,338,41,41,41.0,0.0,169,169,169.0,0.0,2048780.48780488,19512.1951219512,68.3333333333,113.1606527612,199,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,40,40,9756.0975609756,9756.0975609756,41,169,92.2,70.1084873607,4915.2,0,0,0,0,0,0,0,1,115.25,41.0,169.0,40,2,82,2,338,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,1013052,7,7,3809,3017,1460,0,544.1428571429,701.1073214498,1439,0,431.0,689.9111053848,6738.0549073493,13.8196262383,77927.0769230769,205532.881214686,745762,2,1013052,168842.0,292010.003256053,745762,87,232373,38728.8333333333,62472.4775670588,161349,2,0,152,148,6.9098131192,6.9098131192,0,1460,455.0666666667,658.5620121215,433703.923809524,0,0,0,1,0,0,0,1,487.5714285714,544.1428571429,431.0,152,7,3809,7,3017,8192,13140,6,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,172380,9,7,1426,2814,949,0,158.4444444444,310.5628403041,2393,0,402.0,885.5973501918,24596.8209769115,92.8181923657,11492.0,15202.0842039129,47038,3,146562,18320.25,16862.5894448544,47038,4,148539,24756.5,30411.6763678032,72896,3,0,300,232,52.2102332057,40.60795916,0,2393,249.4117647059,600.8823781348,361059.632352941,0,0,0,1,0,0,0,0,265.0,158.4444444444,402.0,300,9,1426,7,2814,65535,65,5,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,110800412,12,12,72,72,6,6,6.0,0.0,6,6,6.0,0.0,1.2996341566,0.2166056928,4817409.2173913,5072946.40316797,10005259,66976,110733436,10066676.0,4793.398376935,10072494,10060424,110733177,10066652.4545455,4924.4128657868,10072553,10060267,0,240,240,0.1083028464,0.1083028464,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,1,6.25,6.0,6.0,240,12,72,12,72,64448,40958,11,20,67213.3636363636,199.3525885095,67744,66979,9999462.63636364,4871.4429951037,10005259,9993141,benign,0
53,239,2,2,88,280,44,44,44.0,0.0,140,140,140.0,0.0,1539748.9539749,16736.4016736402,79.6666666667,98.3988482317,190,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,64,64,8368.2008368201,8368.2008368201,44,140,82.4,52.5813655205,2764.8,0,0,0,0,0,0,0,1,103.0,44.0,140.0,64,2,88,2,280,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
8089,84,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,95238.09524,23809.52381,84.0,0.0,84,84,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,11904.7619,11904.7619,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,98339965,10,5,316,11595,310,0,31.6,97.83796128,7240,0,2319.0,3331.638186,121.1206451,0.152532086,7024283.214,26300000.0,98300000,0,98300000,10900000.0,32800000.0,98300000,0,44722,11180.5,15262.24576,32465,64,0,316,168,0.101688057,0.050844029,0,7240,744.4375,2041.522274,4167813.196,0,0,0,0,1,0,0,0,794.0666667,31.6,2319.0,316,10,316,5,11595,251,235,2,20,1013.0,0.0,1013,1013,98300000.0,0.0,98300000,98300000,dos,1
80,122162,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16.3717031483,122162.0,0.0,122162,122162,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,8.1858515741,8.1858515741,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,32,1,0,1,0,657,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,97716872,6,6,369,11595,369,0,61.5,150.6436192,4344,0,1932.5,1754.831473,122.4353559,0.122803767,8883352.0,29500000.0,97700000,5,97700000,19500000.0,43700000.0,97700000,5,24466,4893.2,6933.832288,15206,33,0,200,200,0.061401884,0.061401884,0,4344,920.3076923,1498.057208,2244175.397,0,0,0,0,1,0,0,1,997.0,61.5,1932.5,200,6,369,6,11595,251,235,1,32,729.0,0.0,729,729,97700000.0,0.0,97700000,97700000,dos,1
80,99678897,7,8,726,11595,354,0,103.7142857,170.9987469,5792,0,1449.375,2046.673464,123.6069055,0.150483206,7119921.214,26500000.0,99300000,0,99500000,16600000.0,40500000.0,99300000,1,99700000,14200000.0,37500000.0,99300000,45,0,196,264,0.070225496,0.08025771,0,5792,770.4375,1568.039156,2458746.796,1,0,0,0,0,0,0,1,821.8,103.7142857,1449.375,196,7,726,8,11595,0,235,4,20,13984.0,0.0,13984,13984,99300000.0,0.0,99300000,99300000,dos,1
80,98723566,5,6,317,11595,305,0,63.4,135.0918206,8688,0,1932.5,3506.021777,120.6601471,0.111422231,9872356.6,31200000.0,98600000,18,98700000,24700000.0,49300000.0,98600000,997,98700000,19700000.0,44100000.0,98700000,200,0,144,200,0.050646469,0.060775762,0,8688,993.1666667,2560.625876,6556804.879,1,0,0,0,0,0,0,1,1083.454545,63.4,1932.5,144,5,317,6,11595,0,235,2,20,17994.0,0.0,17994,17994,98600000.0,0.0,98600000,98600000,dos,1
80,311338,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,37364.53629,22.48360303,51889.66667,126634.1181,310380,5,888,444.0,377.5950212,711,177,311292,103764.0,178935.2732,310380,5,0,72,92,9.63582987,12.84777316,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,1,1661.857143,8.666666667,2901.75,72,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,1215707,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,9568.917511,6.580532974,173672.4286,459073.8801,1214754,3,708,354.0,496.3889604,705,3,1215661,303915.25,607225.9126,1214754,4,0,72,112,2.467699865,4.112833109,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,1,1454.125,8.666666667,2321.4,72,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
80,101163673,7,7,384,11595,366,0,54.85714286,137.2338984,5792,0,1656.428571,2120.732252,118.4120707,0.138389598,7781821.0,27700000.0,100000000,1,101000000,16800000.0,40700000.0,100000000,1,101000000,16900000.0,41200000.0,101000000,46,0,204,232,0.069194799,0.069194799,0,5792,799.0,1620.172081,2624957.571,1,0,0,0,0,0,0,1,856.0714286,54.85714286,1656.428571,204,7,384,7,11595,0,235,3,20,12989.0,0.0,12989,12989,100000000.0,0.0,100000000,100000000,dos,1
80,5724682,3,1,12,0,6,0,4.0,3.4641016151,0,0,0.0,0.0,2.0961863034,0.6987287678,1908227.33333333,3178176.77711567,5577082,66,5724682,2862341.0,3839223.5405303,5577082,147600,0,0.0,0.0,0,0,0,80,32,0.5240465759,0.174682192,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,3.0,4.0,0.0,80,3,12,1,0,29200,8190,2,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,115925875,22,19,741,5614,378,0,33.6818181818,91.8587872581,1448,0,295.4736842105,538.8527286355,54.8195128999,0.3536742768,2898146.875,4579381.97352103,10209273,4,115925875,5520279.76190476,5101050.33022673,10240020,18,112602683,6255704.61111111,5119640.70128722,10240324,48,0,712,616,0.1897764412,0.1638978356,0,1448,151.3095238095,386.5385783981,149412.072590012,0,0,0,1,0,0,0,0,155.0,33.6818181818,295.4736842105,712,22,741,19,5614,29200,122,4,32,43271.6363636364,40777.8246287679,166221,30730,10193341.4545455,52018.2066729784,10209273,10036501,benign,0
80,116513238,8,6,343,11595,337,0,42.875,118.8629914,4344,0,1932.5,1754.831473,102.4604603,0.12015802,8962556.769,27800000.0,100000000,2,116000000,16600000.0,37400000.0,100000000,2,87478,17495.6,33018.04057,75923,48,0,260,200,0.068661726,0.051496294,0,4344,795.8666667,1424.70683,2029789.552,0,0,0,0,1,0,0,0,852.7142857,42.875,1932.5,260,8,343,6,11595,251,235,2,20,990.0,0.0,990,990,58200000.0,59700000.0,100000000,16000000,dos,1
50000,62,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,96774.19355,32258.06452,62.0,0.0,62,62,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,16129.03226,16129.03226,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
256,56,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,142857.1429,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,17857.14286,17857.14286,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,5937858,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.05232695,0.842054492,1484464.5,2968028.362,5936507,4,5937858,1484464.5,2968028.362,5936507,4,0,0.0,0.0,0,0,0,100,0,0.842054492,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.2,6.0,0.0,100,5,30,0,0,256,-1,4,20,1351.0,0.0,1351,1351,5936507.0,0.0,5936507,5936507,ddos,1
53,203,2,2,78,204,39,39,39.0,0.0,102,102,102.0,0.0,1389162.56157635,19704.4334975369,67.6666666667,79.7391580927,156,1,46,46.0,0.0,46,46,1,1.0,0.0,1,1,0,40,40,9852.2167487685,9852.2167487685,39,102,64.2,34.5065211228,1190.7,0,0,0,0,0,0,0,1,80.25,39.0,102.0,40,2,78,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
443,115792052,15,19,830,8049,272,0,55.3333333333,81.8270533911,1460,0,423.6315789474,614.8725442025,76.6805652602,0.2936298253,3508850.06060606,11590753.1519941,45002703,1,90173660,6440975.71428572,16352460.5048872,45052274,1,115767264,6431514.66666667,15272651.9378986,45027418,1,0,312,416,0.12954257,0.1640872553,0,1460,253.6857142857,488.1606998802,238300.868907563,0,0,0,1,0,0,0,1,261.1470588235,55.3333333333,423.6315789474,312,15,830,19,8049,8192,66,14,20,65079.3333333333,69225.7271997437,145013,24715,38532270.6666667,11205841.0510606,45002703,25592880,benign,0
366,5,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,1600000.0,400000.0,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,200000.0,200000.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
53,61994,4,4,152,1304,38,38,38.0,0.0,326,326,326.0,0.0,23486.1438203697,129.0447462658,8856.2857142857,23167.5815865927,61395,1,61686,20562.0,35571.1355314952,61636,1,61753,20584.3333333333,35569.1067126142,61656,48,0,80,80,64.5223731329,64.5223731329,38,326,166.0,151.7893276881,23040.0,0,0,0,0,0,0,0,1,186.75,38.0,326.0,80,4,152,4,1304,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,115177758,16,14,513,1661,429,0,32.0625,105.8605804821,1655,0,118.6428571429,442.1968943882,18.8751720623,0.2604669558,3971646.82758621,4878699.92838645,10007743,41,115177758,7678517.2,4178682.36769641,10031243,159,110302321,8484793.92307692,3760150.54263378,10031305,608,0,332,424,0.1389157098,0.121551246,0,1655,70.1290322581,303.9268269321,92371.5161290322,0,0,0,1,0,0,0,0,72.4666666667,32.0625,118.6428571429,332,16,513,14,1661,8192,288,15,20,25920.5454545455,7515.0094392973,48576,23500,10001575.0909091,2902.6654114636,10007743,9999833,benign,0
443,5529661,7,3,599,160,517,0,85.5714285714,191.3085266813,160,0,53.3333333333,92.3760430703,137.2597705357,1.8084291243,614406.777777778,1802167.03955452,5419914,1,5529661,921610.166666667,2233528.05679153,5480756,1,94513,47256.5,42311.1484658594,77175,17338,0,232,104,1.265900387,0.5425287373,0,517,69.0,156.2305987955,24408.0,0,0,0,1,0,0,0,0,75.9,85.5714285714,53.3333333333,232,7,599,3,160,29200,59,3,32,109746.0,0.0,109746,109746,5419914.0,0.0,5419914,5419914,benign,0
8080,1060615,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,16.97128553,5.657095176,212123.0,289672.7168,530710,395,1060220,530110.0,1592.404471,531236,528984,1059805,529902.5,1700.591809,531105,528700,0,92,60,2.828547588,2.828547588,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,92,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,bot,1
80,99822811,8,6,398,11595,386,0,49.75,135.8925521,4344,0,1932.5,1754.831473,120.14288,0.140248505,7678677.769,27600000.0,99700000,3,99700000,14200000.0,37700000.0,99700000,3,144587,28917.4,58052.14541,132355,16,0,240,200,0.080142003,0.060106502,0,4344,799.5333333,1423.395581,2026054.981,0,0,0,0,1,0,0,0,856.6428571,49.75,1932.5,240,8,398,6,11595,251,235,3,20,3997.0,0.0,3997,3997,99700000.0,0.0,99700000,99700000,dos,1
443,35990297,13,11,1821,8356,789,0,140.0769230769,290.9445713358,1448,0,759.6363636364,707.2643455918,282.7706589918,0.6668464003,1564795.52173913,5504707.69620441,24447993,4,35990297,2999191.41666667,7477382.55026877,24447993,4,11500449,1150044.9,3556368.10824753,11271048,47,0,428,360,0.3612084668,0.3056379335,0,1448,407.08,594.3400345481,353240.076666667,0,0,0,1,0,0,0,0,424.0416666667,140.0769230769,759.6363636364,428,13,1821,11,8356,65535,122,6,32,175704.0,115217.393140098,257175,94233,17819382.0,9374271.57589548,24447993,11190771,benign,0
80,7400874,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.053575294,0.675595882,1850218.5,3698420.425,7397849,2,7400874,1850218.5,3698420.425,7397849,2,0,0.0,0.0,0,0,0,100,0,0.675595882,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.2,6.0,0.0,100,5,30,0,0,256,-1,4,20,3025.0,0.0,3025,3025,7397849.0,0.0,7397849,7397849,ddos,1
80,4250789,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.646010658,0.941001776,1416929.667,2453701.406,4250220,217,4250789,1416929.667,2453701.406,4250220,217,0,0.0,0.0,0,0,0,80,0,0.941001776,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.5,6.0,0.0,80,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
443,49708050,16,12,1373,4696,542,0,85.8125,177.5470712234,1416,0,391.3333333333,530.8662446389,122.0929004457,0.5632890447,1841038.88888889,3666769.16764908,10152877,6,49708050,3313870.0,4491912.94987478,10240015,212,45020811,4092801.0,4934460.03364571,10240163,48,0,520,392,0.3218794541,0.2414095906,0,1416,209.275862069,389.9761802755,152081.421182266,0,0,0,1,0,0,0,0,216.75,85.8125,391.3333333333,520,16,1373,12,4696,29200,247,4,32,1114540.5,2054569.66848316,4196395,87138,10140669.25,24149.6901067074,10152877,10104445,benign,0
7402,50,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,120000.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,20000.0,20000.0,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
80,86739419,6,7,700,11595,344,0,116.6666667,176.1120855,4344,0,1656.428571,1760.597234,141.7463956,0.149874188,7228284.917,24900000.0,86400000,15,86600000,17300000.0,38600000.0,86400000,987,86700000,14500000.0,35200000.0,86400000,15,0,176,232,0.069172702,0.080701486,0,4344,878.6428571,1447.360973,2094853.786,1,0,0,0,0,0,0,1,946.2307692,116.6666667,1656.428571,176,6,700,7,11595,0,235,3,20,11013.0,0.0,11013,11013,86400000.0,0.0,86400000,86400000,dos,1
80,99162962,9,7,351,11595,345,0,39.0,114.7671556,5792,0,1656.428571,2118.227235,120.468366,0.161350566,6610864.133,25600000.0,99000000,1,99000000,12400000.0,35000000.0,99000000,1,143693,23948.83333,53217.10889,132217,51,0,284,232,0.090759693,0.070590872,0,5792,702.7058824,1538.102433,2365759.096,0,0,0,0,1,0,0,0,746.625,39.0,1656.428571,284,9,351,7,11595,251,235,2,20,1020.0,0.0,1020,1020,99000000.0,0.0,99000000,99000000,dos,1
2003,94,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,63829.78723,21276.59574,94.0,0.0,94,94,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,10638.29787,10638.29787,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
53,30456,1,1,77,133,77,77,77.0,0.0,133,133,133.0,0.0,6895.1930654058,65.6685053848,30456.0,0.0,30456,30456,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,32.8342526924,32.8342526924,77,133,95.6666666667,32.3316150746,1045.3333333333,0,0,0,0,0,0,0,1,143.5,77.0,133.0,20,1,77,1,133,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
80,91758,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,126779.1364,87.18585845,13108.28571,34103.32155,90443,5,1100,550.0,684.4793642,1034,66,91744,22936.0,45007.45118,90443,5,0,72,112,32.69469692,54.49116153,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,1,1454.125,8.666666667,2321.4,72,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,ddos,1
443,63857025,10,7,903,3258,504,0,90.3,164.9026985831,2946,2,465.4285714286,1096.4217341186,65.1611940895,0.2662197307,3991064.0625,11628166.071698,44973782,85,63857025,7095225.0,15132572.7488091,44973782,215,61082294,10180382.3333333,18221655.7767903,45043509,1829,0,212,144,0.1565998416,0.1096198891,0,2946,231.1666666667,689.9958439773,476094.264705882,0,0,0,1,0,0,0,0,244.7647058824,90.3,465.4285714286,212,10,903,7,3258,8192,31088,9,20,120981.5,113095.365689758,200952,41011,30440845.0,20552676.6065138,44973782,15907908,benign,0
53,143,2,2,66,162,33,33,33.0,0.0,81,81,81.0,0.0,1594405.59440559,27972.027972028,47.6666666667,77.3649360714,137,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,64,64,13986.013986014,13986.013986014,33,81,52.2,26.2906827602,691.2,0,0,0,0,0,0,0,1,65.25,33.0,81.0,64,2,66,2,162,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
3370,56,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,142857.1429,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,17857.14286,17857.14286,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,portscan,1
0,118992995,156,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.3110015426,767696.741935484,2275256.10499122,19286992,0,118992995,767696.741935484,2275256.10499122,19286992,0,0,0.0,0.0,0,0,0,0,0,1.3110015426,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,156,0,0,0,-1,-1,0,0,6047440.0,9961614.66977324,28193898,67,9023784.28571429,4850410.29790954,19286992,5515086,benign,0
80,112692587,7,8,373,11595,355,0,53.28571429,133.0773137,4344,0,1449.375,1729.380148,106.2004194,0.133105472,8049470.5,25900000.0,96600000,3,113000000,18800000.0,38700000.0,96600000,3,113000000,16100000.0,42600000.0,113000000,16,0,204,264,0.062115887,0.070989585,0,4344,748.375,1388.186341,1927061.317,1,0,0,0,0,0,0,1,798.2666667,53.28571429,1449.375,204,7,373,8,11595,0,235,3,20,4231.0,0.0,4231,4231,56300000.0,57000000.0,96600000,16000000,dos,1
80,99548692,5,7,369,11595,357,0,73.8,158.3420348,4344,0,1656.428571,1760.597234,120.1823928,0.120544025,9049881.091,30000000.0,99400000,49,99400000,24900000.0,49700000.0,99400000,190,99500000,16600000.0,40600000.0,99400000,49,0,144,232,0.050226677,0.070317348,0,4344,920.7692308,1497.510554,2242537.859,1,0,0,0,0,0,0,1,997.5,73.8,1656.428571,144,5,369,7,11595,0,235,2,20,12990.0,0.0,12990,12990,99400000.0,0.0,99400000,99400000,dos,1
53,120107,1,1,49,100,49,49,49.0,0.0,100,100,100.0,0.0,1240.5605002206,16.6518187949,120107.0,0.0,120107,120107,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,8.3259093975,8.3259093975,49,100,66.0,29.4448637287,867.0,0,0,0,0,0,0,0,1,99.0,49.0,100.0,20,1,49,1,100,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,benign,0
21,9068949,9,15,125,188,36,0,13.88888889,12.53439712,34,0,12.53333333,14.54975045,34.51337084,2.646392653,394302.1304,1016908.132,3036813,3,5988530,748566.25,1369772.472,3010741,217,9068841,647774.3571,1254279.211,3036813,3,0,296,488,0.992397245,1.653995408,0,36,12.52,13.53119852,183.0933333,0,0,0,1,0,0,0,1,13.04166667,13.88888889,12.53333333,296,9,125,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,brute_force,1
